-0.153025 -0.544785 0 
-0.739126 -0.327208 0 
1.01644 0.0945457 0 
0.96167 0.218956 0 
0.136211 -0.626912 0 
0.0685588 -0.665832 0 
0.7828 -0.030225 0 
-0.870599 -0.351135 0 
0.199362 -0.60875 0 
0.792137 -0.723586 0 
-0.812649 0.179137 0 
0.257975 -0.419666 0 
0.315659 -0.742397 0 
-0.405863 -0.318005 0 
-1.18095 -0.0410993 0 
-0.895593 -0.0351806 0 
-0.160723 -0.393676 0 
-1.08376 0.347911 0 
0.110716 -0.658558 0 
0.447983 -0.147434 0 
0.401488 -0.701158 0 
-0.385379 -0.865781 0 
-0.701653 -0.536836 0 
0.457284 -0.532616 0 
0.326542 -0.295081 0 
1.0845 -0.133274 0 
-0.447213 -1.08102 0 
-0.21234 -0.777265 0 
-0.647278 -0.87949 0 
0.493661 -0.709272 0 
1.02051 -0.10789 0 
-0.0797477 -0.866795 0 
0.354389 -0.379171 0 
0.0236129 -0.490632 0 
-0.0403978 -1.02242 0 
0.202984 -0.408703 0 
-0.323393 -0.605438 0 
0.50553 -1.21663 0 
0.785906 -0.12412 0 
0.438721 -0.803033 0 
0.330458 -0.288197 0 
-0.87764 -0.555721 0 
-1.27593 0.100386 0 
0.340477 -0.658257 0 
-0.443412 -0.341782 0 
-0.143298 -0.364714 0 
-0.655218 -0.239779 0 
0.188811 -0.415655 0 
-0.901248 -0.405931 0 
1.0221 0.252498 0 
0.571533 -0.305894 0 
0.208189 -0.627828 0 
0.349779 -0.502528 0 
-0.233879 -0.261921 0 
-0.0184612 -0.399954 0 
0.234458 -0.277091 0 
-0.120702 -0.433344 0 
-0.0892223 -0.3601 0 
-0.759843 -0.523699 0 
-0.548437 -0.887188 0 
-0.541699 -0.71556 0 
0.951475 0.025457 0 
0.610638 -0.536288 0 
-0.38795 -0.709056 0 
-0.697076 0.0216961 0 
0.981233 0.232566 0 
-1.44224 0.482273 0 
-0.046456 -0.583305 0 
-0.40204 -0.513355 0 
-0.220171 -0.264409 0 
-0.164969 -0.471307 0 
-0.458941 -0.99834 0 
0.277981 -0.420569 0 
1.01732 -0.52816 0 
0.228727 -0.28343 0 
0.807769 -0.203369 0 
-0.48322 -0.182846 0 
0.529884 -0.132392 0 
-1.2289 0.103336 0 
0.0927856 -0.581193 0 
1.10284 0.532973 0 
0.720906 -0.308117 0 
0.588175 -0.557994 0 
0.569942 -0.0555288 0 
-0.211352 -0.447561 0 
-0.518158 -0.14142 0 
0.400642 -0.20604 0 
-0.749898 -0.83944 0 
0.425995 -0.532594 0 
-0.0435079 -0.576913 0 
-0.0182685 -0.536788 0 
-1.00657 -0.211347 0 
-1.58338 0.207032 0 
0.496083 -0.155971 0 
-0.187413 -0.742011 0 
0.312097 -0.491081 0 
0.861929 -1.64969 0 
0.189166 -0.699983 0 
0.344387 -0.447725 0 
-0.500912 -0.875217 0 
0.333256 -0.519948 0 
-0.00966341 -0.718714 0 
0.47009 -0.311588 0 
-0.826646 0.131808 0 
-0.141775 -0.73221 0 
0.415306 -0.248087 0 
-0.123577 -0.536757 0 
1.225 -0.161267 0 
